dev,seq,hint,threads,time,workGB,tlb,readGB,CPUwork
/blk/s2,1,1,20,25.2475,1.00512,0,1.00511,3805
/blk/s2,1,1,20,26.2574,1.00613,0,1.00613,3804
/blk/s2,1,1,20,27.2673,1.01085,0,1.01089,3803
/blk/s2,1,1,20,28.2773,1.00538,0,1.00537,3805
/blk/s2,1,1,20,29.2872,0.996571,0,0.996536,3804
/blk/s2,1,1,20,30.297,0.995735,0,0.995754,3803
/blk/s2,1,1,20,31.3069,0.998695,0,0.998711,3804
/blk/s2,1,1,20,32.3168,1.001,0,1.00098,3804
/blk/s2,1,1,20,33.3267,1.00242,0,1.00244,3804
/blk/s2,1,1,20,34.3366,0.995037,0,0.995022,3804
/blk/s2,1,1,20,35.3465,0.992111,0,0.992115,3804
/blk/s2,1,1,20,36.3564,0.99865,0,0.998669,3804
/blk/s2,1,1,20,37.3663,0.996723,0,0.996712,3803
/blk/s2,1,1,20,38.3763,1.0039,0,1.0039,3804
/blk/s2,1,1,20,39.3862,1.00395,0,1.00393,3804
/blk/s2,1,1,20,40.3962,1.0043,0,1.00431,3804
/blk/s2,1,1,20,41.406,0.994701,0,0.994701,3804
/blk/s2,1,1,20,42.4159,0.993687,0,0.993671,3803
/blk/s2,1,1,20,43.4258,1.00388,0,1.00388,3804
/blk/s2,1,1,20,44.4357,1.00259,0,1.00259,3804
/blk/s2,1,1,20,45.4456,1.00878,0,1.00877,3803
/blk/s2,1,1,20,46.4555,1.00067,0,1.00069,3804
/blk/s2,1,1,20,47.4655,1.00303,0,1.00303,3804
/blk/s2,1,1,20,48.4754,1.00002,0,1.00002,3804
/blk/s2,1,1,20,49.4852,1.00365,0,1.00365,3803
/blk/s2,1,1,20,50.4952,1.00728,0,1.00727,3804
/blk/s2,1,1,20,51.5051,1.00711,0,1.00712,3803
/blk/s2,1,1,20,52.515,1.0026,0,1.00259,3804
/blk/s2,1,1,20,53.5248,1.00349,0,1.00352,3804
/blk/s2,1,1,20,54.5347,1.00404,0,1.00402,3803
/blk/s2,1,1,20,55.5446,1.00302,0,1.00302,3804
/blk/s2,1,1,20,56.5546,1.0023,0,1.00231,3803
/blk/s2,1,1,20,57.5645,0.999897,0,0.999901,3804
/blk/s2,1,1,20,58.5744,0.999798,0,0.999817,3804
/blk/s2,1,1,20,59.5843,1.00331,0,1.00329,3803
/blk/s2,1,1,20,60.5941,1.00253,0,1.00253,3804
/blk/s2,1,1,20,61.6042,1.00441,0,1.00441,3804
/blk/s2,1,1,20,62.614,1.00981,0,1.0098,3803
/blk/s2,1,1,20,63.6239,0.998589,0,0.9986,3804
/blk/s2,1,1,20,64.6338,0.994835,0,0.994846,3803
/blk/s2,1,1,20,65.6437,0.994663,0,0.994648,3804
/blk/s2,1,1,20,66.6536,0.999237,0,0.999226,3803
/blk/s2,1,1,20,67.6636,1.00587,0,1.00589,3805
/blk/s2,1,1,20,68.6735,1.00087,0,1.00087,3803
/blk/s2,1,1,20,69.6833,1.00798,0,1.008,3804
/blk/s2,1,1,20,70.6933,1.01591,0,1.01591,3803
/blk/s2,1,1,20,71.7032,1.0055,0,1.0055,3804
/blk/s2,1,1,20,72.7131,1.01125,0,1.01124,3804
/blk/s2,1,1,20,73.723,1.01483,0,1.01485,3804
/blk/s2,1,1,20,74.7328,1.012,0,1.01196,3804
/blk/s2,1,1,20,75.7427,1.00493,0,1.00496,3803
/blk/s2,1,1,20,76.7527,0.998775,0,0.998775,3804
/blk/s2,1,1,20,77.7626,0.995518,0,0.995506,3804
/blk/s2,1,1,20,78.7725,1.0079,0,1.0079,3804
/blk/s2,1,1,20,79.7825,1.01105,0,1.01105,3804
/blk/s2,1,1,20,80.7923,1.0094,0,1.0094,3803
/blk/s2,1,1,20,81.8022,1.01248,0,1.01249,3804
/blk/s2,1,1,20,82.8122,1.01295,0,1.01295,3804
/blk/s2,1,1,20,83.822,1.00379,0,1.00379,3804
/blk/s2,1,1,20,84.832,1.00652,0,1.00652,3804
/blk/s2,1,1,20,85.8419,0.998829,0,0.998825,3804
/blk/s2,1,1,20,86.8517,1.00341,0,1.00341,3804
/blk/s2,1,1,20,87.8617,1.00246,0,1.00246,3804
/blk/s2,1,1,20,88.8716,1.0028,0,1.00279,3804
/blk/s2,1,1,20,89.8815,1.0061,0,1.00612,3804
/blk/s2,1,1,20,90.8914,1.00637,0,1.00637,3804
/blk/s2,1,1,20,91.9013,1.01486,0,1.01486,3804
/blk/s2,1,1,20,92.9112,1.00466,0,1.00467,3803
/blk/s2,1,1,20,93.9211,0.986706,0,0.986687,3804
/blk/s2,1,1,20,94.9311,1.00063,0,1.00063,3804
/blk/s2,1,1,20,95.941,1.00763,0,1.00765,3804
/blk/s2,1,1,20,96.9508,1.00529,0,1.00528,3804
/blk/s2,1,1,20,100.501,0.151379,621,0.151318,13382
/blk/s2,1,1,20,101.511,0.969852,45648,0.969933,3715
/blk/s2,1,1,20,102.521,0.989567,12883,0.989552,3779
/blk/s2,1,1,20,103.53,0.995975,15190,0.995983,3774
/blk/s2,1,1,20,104.54,0.98518,27906,0.985184,3747
/blk/s2,1,1,20,105.55,0.985821,24808,0.985809,3755
/blk/s2,1,1,20,106.56,0.992752,6749,0.992767,3791
/blk/s2,1,1,20,107.57,0.992775,24856,0.992764,3754
/blk/s2,1,1,20,108.58,0.990871,26879,0.990887,3751
/blk/s2,1,1,20,109.59,0.998711,7479,0.998695,3790
/blk/s2,1,1,20,110.6,0.991074,21530,0.991085,3761
/blk/s2,1,1,20,111.609,0.98452,28127,0.984524,3747
/blk/s2,1,1,20,112.619,1.00024,8052,1.00023,3789
/blk/s2,1,1,20,113.629,0.992821,20265,0.992828,3763
/blk/s2,1,1,20,114.639,0.985363,27818,0.985352,3748
/blk/s2,1,1,20,115.649,0.996326,10336,0.996323,3784
/blk/s2,1,1,20,116.659,0.990746,17347,0.990746,3769
/blk/s2,1,1,20,117.669,0.988483,27827,0.988495,3748
/blk/s2,1,1,20,118.679,0.993008,12111,0.993,3780
/blk/s2,1,1,20,119.689,0.990288,15998,0.99028,3772
/blk/s2,1,1,20,120.698,0.99366,27991,0.993664,3748
/blk/s2,1,1,20,121.709,0.992191,14899,0.992203,3775
/blk/s2,1,1,20,122.718,0.989376,13140,0.989357,3777
/blk/s2,1,1,20,123.728,0.978271,27798,0.978291,3748
/blk/s2,1,1,20,124.738,0.991814,16274,0.991817,3773
/blk/s2,1,1,20,125.748,0.994747,11865,0.994732,3779
/blk/s2,1,1,20,126.758,0.992527,27900,0.992535,3748
/blk/s2,1,1,20,127.768,0.97998,18921,0.979988,3767
/blk/s2,1,1,20,128.778,0.985813,8414,0.985802,3786
/blk/s2,1,1,20,129.787,0.979076,27905,0.979076,3747
/blk/s2,1,1,20,130.798,0.993629,20049,0.993637,3765
/blk/s2,1,1,20,131.807,0.99411,8117,0.99411,3787
/blk/s2,1,1,20,132.817,0.988182,27780,0.988182,3749
/blk/s2,1,1,20,133.827,0.985695,21809,0.98568,3761
/blk/s2,1,1,20,134.837,1.00418,7178,1.00418,3790
/blk/s2,1,1,20,135.847,0.988667,27394,0.988678,3749
/blk/s2,1,1,20,136.857,0.992577,24259,0.992565,3757
/blk/s2,1,1,20,137.867,1.00652,7844,1.00653,3789
/blk/s2,1,1,20,138.877,0.998318,24712,0.998318,3754
/blk/s2,1,1,20,139.887,0.99131,27881,0.991306,3749
/blk/s2,1,1,20,140.897,1.00324,7157,1.00306,3791
/blk/s2,1,1,20,141.907,0.986706,21143,0.9869,3761
/blk/s2,1,1,20,142.917,0.988968,28044,0.988968,3747
/blk/s2,1,1,20,143.927,0.998589,9187,0.998585,3786
/blk/s2,1,1,20,144.936,0.988167,19040,0.988174,3765
/blk/s2,1,1,20,145.946,0.982265,27877,0.982258,3748
/blk/s2,1,1,20,146.956,0.998238,11101,0.998234,3783
/blk/s2,1,1,20,147.966,0.992699,48636,0.99271,3719
/blk/s2,1,1,20,148.976,0.988457,28810,0.988438,3747
/blk/s2,1,1,20,149.986,0.995655,13634,0.995659,3777
/blk/s2,1,1,20,150.996,0.997868,14411,0.997868,3775
/blk/s2,1,1,20,152.005,0.989349,27795,0.989368,3748
/blk/s2,1,1,20,153.015,0.999016,16920,0.999004,3771
/blk/s2,1,1,20,154.025,1.0065,10885,1.0065,3782
/blk/s2,1,1,20,155.035,0.985882,28004,0.985867,3748
/blk/s2,1,1,20,156.045,0.996387,19739,0.996384,3765
/blk/s2,1,1,20,157.055,0.993526,8485,0.99353,3787
/blk/s2,1,1,20,158.065,0.982857,27741,0.982857,3748
/blk/s2,1,1,20,159.075,0.99411,21966,0.99411,3761
/blk/s2,1,1,20,160.085,1.0015,7543,1.0015,3789
/blk/s2,1,1,20,161.095,0.986454,26686,0.986473,3751
/blk/s2,1,1,20,162.105,0.991032,24825,0.991009,3755
/blk/s2,1,1,20,163.115,0.992542,6931,0.99255,3789
/blk/s2,1,1,20,164.125,0.990269,24321,0.990269,3756
/blk/s2,1,1,20,165.135,0.989166,27302,0.989162,3750
/blk/s2,1,1,20,166.144,0.987648,6311,0.98764,3791
/blk/s2,1,1,20,167.154,0.976223,21976,0.976219,3759
/blk/s2,1,1,20,168.164,0.977768,27968,0.977791,3747
/blk/s2,1,1,20,169.174,0.993134,7060,0.99313,3790
/blk/s2,1,1,20,170.184,0.989731,20987,0.989727,3761
/blk/s2,1,1,20,171.194,0.979626,27947,0.97963,3748
/blk/s2,1,1,20,172.204,0.981026,8807,0.981045,3787
/blk/s2,1,1,20,173.213,0.985382,19251,0.985363,3765
/blk/s2,1,1,20,174.223,0.98452,27958,0.98452,3748
/blk/s2,1,1,20,175.233,0.99601,11087,0.996002,3783
/blk/s2,1,1,20,176.243,0.978462,16719,0.978474,3770
/blk/s2,1,1,20,177.253,0.976768,27798,0.976749,3748
/blk/s2,1,1,20,178.263,0.99474,12225,0.994762,3780
/blk/s2,1,1,20,179.273,0.998993,15967,0.998985,3771
/blk/s2,1,1,20,180.283,0.985016,28045,0.985004,3748
/blk/s2,1,1,20,181.293,0.995384,14854,0.99538,3775
/blk/s2,1,1,20,182.303,1,13641,1.00001,3777
/blk/s2,1,1,20,183.312,0.99017,27781,0.990181,3749
/blk/s2,1,1,20,184.322,0.984482,17716,0.984478,3768
/blk/s2,1,1,20,185.332,0.987213,10133,0.987209,3784
/blk/s2,1,1,20,186.342,0.987667,27675,0.987659,3749
/blk/s2,1,1,20,187.352,0.985619,19498,0.985615,3766
/blk/s2,1,1,20,188.362,0.999496,8190,0.999512,3787
/blk/s2,1,1,20,189.372,0.986374,28107,0.986382,3748
/blk/s2,1,1,20,190.382,0.980118,22438,0.980118,3759
/blk/s2,1,1,20,191.392,1.00196,5877,1.00195,3793
/blk/s2,1,1,20,192.402,0.981205,26906,0.981213,3750
/blk/s2,1,1,20,193.412,0.985497,24222,0.985485,3756
/blk/s2,1,1,20,194.422,0.999817,7003,0.999817,3791
/blk/s2,1,1,20,195.431,0.983482,24999,0.983494,3753
/blk/s2,1,1,20,196.441,0.991409,26770,0.991405,3752
/blk/s2,1,1,20,197.452,1.0005,8242,1.00047,3788
/blk/s2,1,1,20,199.93,0.86211,20207,0.862072,9301
/blk/s2,1,1,20,200.94,0.0569801,1980,0.0571365,3806
/blk/s2,1,1,20,201.951,0.0360794,2849,0.0359459,3807
/blk/s2,1,1,20,202.961,0.972183,47427,0.972206,3714
/blk/s2,1,1,20,203.971,0.990211,15538,0.990234,3775
/blk/s2,1,1,20,204.982,0.977028,15266,0.977005,3759
/blk/s2,1,1,20,205.992,0.979584,27725,0.979576,3724
/blk/s2,1,1,20,207.002,0.980694,28757,0.98069,3722
/blk/s2,1,1,20,208.012,0.987591,15550,0.987595,3749
/blk/s2,1,1,20,209.022,0.989864,13380,0.989853,3760
/blk/s2,1,2,20,1.01019,6.25977,0,6.20033,3839
/blk/s2,1,2,20,2.02038,6.19641,0,6.19617,3803
/blk/s2,1,2,20,3.03069,6.21326,0,6.21375,3804
/blk/s2,1,2,20,4.04101,6.19338,0,6.19312,3805
/blk/s2,1,2,20,5.05275,6.22398,0,6.22388,3807
/blk/s2,1,2,20,6.06427,6.19531,0,6.19531,3810
/blk/s2,1,2,20,7.07571,6.21997,0,6.21997,3810
/blk/s2,1,2,20,8.08745,6.23745,0,6.2373,3811
/blk/s2,1,2,20,9.099,6.18784,0,6.18774,3807
/blk/s2,1,2,20,10.1105,6.20361,0,6.2041,3807
/blk/s2,1,2,20,11.1221,6.22571,0,6.22534,3808
/blk/s2,1,2,20,12.1336,6.21777,0,6.21777,3808
/blk/s2,1,2,20,13.1452,6.1958,0,6.19568,3810
/blk/s2,1,2,20,14.1566,6.16549,0,6.16565,3808
/blk/s2,1,2,20,15.1681,6.17594,0,6.17554,3810
/blk/s2,1,2,20,16.1839,6.00598,20621,6.00732,3820
/blk/s2,1,2,20,17.1994,2.30603,437708,2.30603,3759
/blk/s2,1,2,20,18.2118,2.75454,389875,2.75391,3760
/blk/s2,1,2,20,19.2271,2.45005,424421,2.45068,3762
/blk/s2,1,2,20,20.2396,2.45508,411320,2.45447,3753
/blk/s2,1,2,20,21.252,2.69467,379157,2.69458,3755
/blk/s2,1,2,20,22.2672,2.33072,432717,2.33142,3762
/blk/s2,1,2,20,23.2793,2.61987,400760,2.61938,3753
/blk/s2,1,2,20,24.2945,2.54419,398495,2.54468,3765
/blk/s2,1,2,20,25.3077,2.33313,438690,2.3324,3753
/blk/s2,1,2,20,26.3219,2.8269,384137,2.82764,3768
/blk/s2,1,2,20,27.337,2.27847,446390,2.27771,3762
/blk/s2,1,2,20,28.3512,2.85425,382593,2.8551,3765
/blk/s2,1,2,20,29.3662,2.29319,452979,2.2926,3760
/blk/s2,1,2,20,30.3785,2.76697,375808,2.7666,3757
/blk/s2,1,2,20,31.3937,2.41382,424309,2.41467,3762
/blk/s2,1,2,20,32.4059,2.49252,413130,2.4917,3752
/blk/s2,1,2,20,33.4211,2.66911,390166,2.66992,3766
/blk/s2,1,2,20,34.4316,2.30117,446913,2.30127,3742
/blk/s2,1,2,20,35.4417,2.79624,381414,2.79565,3747
/blk/s2,1,2,20,36.4522,2.42908,420109,2.42957,3747
/blk/s2,1,2,20,37.4622,2.65076,410077,2.65063,3743
/blk/s2,1,2,20,38.4725,2.51528,398675,2.5155,3747
/blk/s2,1,2,20,39.483,2.29881,438078,2.29761,3745
/blk/s2,1,2,20,40.4931,2.84448,378063,2.84558,3751
/blk/s2,1,2,20,41.5034,2.27478,445117,2.27478,3744
/blk/s2,1,2,20,42.5133,2.54099,393861,2.54028,3747
/blk/s2,1,2,20,43.5231,2.67113,378973,2.67163,3748
/blk/s2,1,2,20,44.5332,2.32304,442577,2.32324,3733
/blk/s2,1,2,20,45.5431,2.76443,386977,2.76404,3733
/blk/s2,1,2,20,46.5533,2.32029,436106,2.32068,3727
/blk/s2,1,2,20,47.5632,2.52405,400509,2.52332,3732
/blk/s2,1,2,20,48.5733,2.67004,388474,2.67078,3733
/blk/s2,1,2,20,49.5836,2.33547,434791,2.33557,3728
/blk/s2,1,2,20,50.5935,2.59556,397709,2.59509,3731
/blk/s2,1,2,20,51.6039,2.54102,402445,2.54138,3732
/blk/s2,1,2,20,52.6138,2.40942,435024,2.40906,3728
/blk/s2,1,2,20,53.6237,2.70227,375063,2.70178,3735
/blk/s2,1,2,20,54.6338,2.33511,430237,2.33606,3728
/blk/s2,1,2,20,55.6438,2.59031,402573,2.5896,3731
/blk/s2,1,2,20,56.6541,2.56555,399680,2.56616,3734
/blk/s2,1,2,20,57.6645,2.29568,434930,2.29578,3727
/blk/s2,1,2,20,58.6744,2.73936,377899,2.73877,3733
/blk/s2,1,2,20,59.6846,2.39478,417891,2.39526,3729
/blk/s2,1,2,20,60.6946,2.38418,417994,2.38367,3728
/blk/s2,1,2,20,61.7047,2.79307,393122,2.79358,3734
/blk/s2,1,2,20,62.7148,2.28271,441135,2.28259,3742
/blk/s2,1,2,20,63.7246,2.82568,376744,2.82532,3734
/blk/s2,1,2,20,64.7346,2.31487,433875,2.31555,3725
/blk/s2,1,2,20,65.7444,2.65559,399749,2.65479,3730
/blk/s2,1,2,20,66.7545,2.50146,392217,2.50208,3744
/blk/s2,1,2,20,67.7646,2.29541,428261,2.29541,3742
/blk/s2,1,2,20,68.7745,2.67456,385429,2.67395,3747
/blk/s2,1,2,20,69.7848,2.45312,420590,2.45374,3744
/blk/s2,1,2,20,70.7947,2.56873,409851,2.56848,3744
/blk/s2,1,2,20,71.8049,2.53125,419747,2.53149,3745
/blk/s2,1,2,20,72.8148,2.6134,406708,2.6127,3745
/blk/s2,1,2,20,73.825,2.50747,417337,2.5083,3744
/blk/s2,1,2,20,74.8349,2.41319,420192,2.41284,3741
/blk/s2,1,2,20,75.8454,2.77844,384785,2.77869,3750
/blk/s2,1,2,20,76.8555,2.30981,447705,2.30981,3739
/blk/s2,1,2,20,77.8653,2.72728,388882,2.72644,3743
/blk/s2,1,2,20,78.8755,2.47438,401531,2.47522,3743
/blk/s2,1,2,20,79.8853,2.39673,431491,2.39661,3740
/blk/s2,1,2,20,80.8955,2.72632,378092,2.72644,3747
/blk/s2,1,2,20,81.9056,2.43905,453431,2.4386,3738
/blk/s2,1,2,20,82.9158,2.67365,386024,2.67419,3746
/blk/s2,1,2,20,83.9257,2.37549,439476,2.375,3738
/blk/s2,1,2,20,84.9361,2.71328,387036,2.71387,3746
/blk/s2,1,2,20,85.946,2.39412,443956,2.39319,3740
/blk/s2,1,2,20,86.9562,2.71619,392275,2.71692,3746
/blk/s2,1,2,20,87.9661,2.37964,438624,2.37891,3739
/blk/s2,1,2,20,88.9765,2.73306,381695,2.73389,3747
/blk/s2,1,2,20,89.9871,2.26365,446802,2.26355,3743
/blk/s2,1,2,20,90.9971,2.84863,376852,2.84802,3750
/blk/s2,1,2,20,92.0074,2.28271,452272,2.28333,3743
/blk/s2,1,2,20,93.0174,2.7052,386061,2.70483,3749
/blk/s2,1,2,20,94.0278,2.46362,419970,2.46399,3746
/blk/s2,1,2,20,95.0378,2.56177,414527,2.56104,3731
/blk/s2,1,2,20,96.048,2.58879,394290,2.58972,3752
/blk/s2,1,2,20,97.0584,2.3149,434888,2.31396,3744
/blk/s2,1,2,20,98.0685,2.69631,377330,2.69629,3745
/blk/s2,1,2,20,99.0787,2.43955,414616,2.44031,3744
/blk/s2,1,2,20,100.089,2.34546,425416,2.34485,3743
/blk/s2,1,2,20,101.099,2.79883,380525,2.79944,3749
/blk/s2,1,2,20,102.11,2.26052,441107,2.26062,3741
/blk/s2,1,2,20,103.12,2.76853,386547,2.7677,3744
/blk/s2,1,2,20,104.13,2.36306,432927,2.36389,3734
/blk/s2,1,2,20,105.14,2.71397,397337,2.71338,3734
/blk/s2,1,2,20,106.151,2.37451,421032,2.375,3729
/blk/s2,1,2,20,107.16,2.52779,407258,2.52722,3729
/blk/s2,1,2,20,108.17,2.58451,406401,2.58508,3731
/blk/s2,1,2,20,109.18,2.52258,424406,2.52197,3729
/blk/s2,1,2,20,110.191,2.58704,391550,2.58765,3732
/blk/s2,1,2,20,111.201,2.28762,432742,2.28772,3728
/blk/s2,1,2,20,112.211,2.70432,385470,2.70374,3734
/blk/s2,1,2,20,113.221,2.4314,416355,2.43201,3731
/blk/s2,1,2,20,114.231,2.52917,409263,2.52844,3731
/blk/s2,1,2,20,115.241,2.58826,414736,2.58887,3731
/blk/s2,1,2,20,116.251,2.59668,413637,2.59631,3731
/blk/s2,1,2,20,117.261,2.49902,411906,2.49939,3728
/blk/s2,1,2,20,118.271,2.59338,415109,2.5929,3730
/blk/s2,1,2,20,119.282,2.50427,404568,2.50476,3729
/blk/s2,1,2,20,120.292,2.33663,424640,2.33582,3724
/blk/s2,1,2,20,121.302,2.83173,385508,2.83264,3734
/blk/s2,1,2,20,122.312,2.28696,444038,2.28687,3727
/blk/s2,1,2,20,123.322,2.77546,374241,2.7749,3733
/blk/s2,1,2,20,124.332,2.32,429596,2.32056,3726
/blk/s2,1,2,20,125.342,2.63501,396283,2.63464,3731
/blk/s2,1,2,20,126.353,2.46938,410325,2.46985,3730
/blk/s2,1,2,20,127.362,2.37555,422710,2.37476,3726
/blk/s2,1,2,20,128.373,2.77506,387332,2.77576,3734
/blk/s2,1,2,20,129.383,2.4126,440374,2.41187,3724
/blk/s2,1,2,20,130.393,2.71045,382362,2.71118,3732
/blk/s2,1,2,20,131.403,2.32361,448494,2.32312,3724
/blk/s2,1,2,20,132.413,2.8125,372929,2.81213,3732
/blk/s2,1,2,20,133.423,2.26782,443585,2.26868,3723
/blk/s2,1,2,20,134.433,2.84705,383657,2.84705,3733
/blk/s2,1,2,20,135.444,2.28088,446238,2.28088,3724
/blk/s2,1,2,20,136.454,2.83093,385250,2.83093,3733
/blk/s2,1,2,20,137.464,2.33105,450516,2.33044,3723
/blk/s2,1,2,20,138.474,2.77283,379715,2.77344,3733
/blk/s2,1,2,20,139.484,2.35913,447102,2.35864,3727
/blk/s2,1,2,20,140.495,2.71399,394953,2.71448,3735
/blk/s2,1,2,20,141.505,2.28552,430995,2.28516,3727
/blk/s2,1,2,20,142.515,2.8175,382544,2.81787,3735
/blk/s2,1,2,20,143.525,2.32373,441519,2.32373,3725
/blk/s2,1,2,20,144.535,2.67566,383442,2.67505,3728
/blk/s2,1,2,20,145.545,2.47876,409242,2.47937,3728
/blk/s2,1,2,20,146.555,2.46594,420997,2.46582,3726
/blk/s2,1,2,20,147.566,2.63062,405765,2.63074,3730
/blk/s2,1,2,20,148.576,2.49902,421390,2.49854,3727
/blk/s2,1,2,20,149.586,2.59485,404926,2.59534,3731
/blk/s2,1,2,20,150.596,2.52844,421951,2.52771,3725
/blk/s2,1,2,20,151.606,2.56091,412089,2.56165,3729
/blk/s2,1,2,20,152.616,2.54531,414929,2.54492,3726
/blk/s2,1,2,20,153.626,2.54734,404216,2.54773,3744
/blk/s2,1,2,20,154.636,2.38064,420957,2.38025,3742
/blk/s2,1,2,20,155.646,2.6959,387008,2.69629,3747
/blk/s2,1,2,20,156.657,2.27637,442621,2.27637,3740
/blk/s2,1,2,20,157.667,2.79517,376403,2.7948,3748
/blk/s2,1,2,20,158.677,2.31116,429319,2.31152,3742
/blk/s2,1,2,20,159.687,2.72085,393555,2.72058,3746
/blk/s2,1,2,20,160.697,2.36855,430534,2.36902,3742
/blk/s2,1,2,20,161.707,2.5605,394989,2.55994,3745
/blk/s2,1,2,20,162.717,2.50393,405273,2.50439,3745
/blk/s2,1,2,20,163.727,2.51239,416961,2.51172,3743
/blk/s2,1,2,20,164.737,2.57255,411257,2.57312,3745
/blk/s2,1,2,20,165.747,2.51257,411719,2.51208,3743
/blk/s2,1,2,20,166.758,2.59011,422952,2.59071,3745
/blk/s2,1,2,20,167.768,2.61485,401516,2.61426,3743
/blk/s2,1,2,20,168.778,2.48513,421871,2.48572,3743
/blk/s2,1,2,20,169.788,2.60618,401392,2.60583,3742
/blk/s2,1,2,20,170.798,2.48669,422040,2.48694,3743
/blk/s2,1,2,20,171.808,2.79102,403120,2.79065,3746
/blk/s2,1,2,20,172.818,2.2886,449780,2.28906,3740
/blk/s2,1,2,20,173.828,2.81944,373997,2.81897,3745
/blk/s2,1,2,20,174.839,2.29631,447065,2.29688,3739
/blk/s2,1,2,20,175.849,2.82918,379004,2.82898,3748
/blk/s2,1,2,20,176.859,2.4303,446448,2.42957,3741
/blk/s2,1,2,20,177.869,2.61182,411548,2.61255,3746
/blk/s2,1,2,20,178.879,2.5089,411174,2.5083,3746
/blk/s2,1,2,20,179.89,2.60585,414440,2.60645,3749
/blk/s2,1,2,20,180.9,2.45605,416802,2.45557,3746
/blk/s2,1,2,20,181.91,2.69617,385381,2.69666,3750
/blk/s2,1,2,20,182.92,2.2911,440588,2.29053,3745
/blk/s2,1,2,20,183.931,2.81363,379871,2.81421,3752
/blk/s2,1,2,20,184.941,2.44946,448639,2.44897,3742
/blk/s2,1,2,20,185.951,2.63757,413671,2.63806,3745
/blk/s2,1,2,20,186.961,2.55691,410395,2.5564,3742
/blk/s2,1,2,20,187.972,2.51292,420969,2.51343,3744
/blk/s2,1,2,20,188.982,2.61462,402426,2.61401,3745
/blk/s2,1,2,20,189.992,2.47571,412247,2.47632,3745
/blk/s2,1,2,20,191.002,2.66968,411462,2.66919,3743
/blk/s2,1,2,20,192.012,2.43872,413867,2.43921,3742
/blk/s2,1,2,20,193.022,2.62219,408853,2.62146,3744
/blk/s2,1,2,20,194.033,2.45278,425793,2.45361,3744
/blk/s2,1,2,20,195.042,2.66919,393064,2.6687,3748
/blk/s2,1,2,20,196.053,2.39231,429990,2.3927,3744
/blk/s2,1,2,20,197.063,2.80624,393575,2.80566,3748
/blk/s2,1,2,20,198.073,2.26154,435932,2.26221,3743
/blk/s2,1,2,20,199.083,2.79783,386479,2.79688,3749
/blk/s2,1,2,20,200.093,2.37415,452643,2.37476,3742
/blk/s2,1,2,20,201.103,2.72021,391793,2.72046,3748
/blk/s2,1,2,20,202.113,2.43542,431705,2.4353,3742
/blk/s2,1,2,20,203.123,2.64734,391155,2.64746,3732
/blk/s2,1,2,20,204.133,2.32076,429868,2.32019,3728
/blk/s2,1,2,20,205.143,2.74384,378588,2.74451,3735
/blk/s2,1,2,20,206.153,2.35107,440824,2.35059,3727
/blk/s2,1,2,20,207.164,2.71997,393555,2.72046,3733
/blk/s2,1,2,20,208.174,2.4087,425993,2.4082,3727
/blk/s2,1,2,20,209.184,2.65585,405109,2.65625,3732
/blk/s2,0,0,100,1.01127,0.201916,0,6.35616,3885
/blk/s2,0,0,100,2.02204,0.20013,0,6.36758,3833
/blk/s2,0,0,100,3.03474,0.202183,0,6.40972,3841
/blk/s2,0,0,100,4.04591,0.202469,0,6.39412,3833
/blk/s2,0,0,100,5.05765,0.203857,0,6.40715,3838
/blk/s2,0,0,100,6.06924,0.204483,0,6.41098,3821
/blk/s2,0,0,100,7.08087,0.205589,0,6.4138,3832
/blk/s2,0,0,100,8.09275,0.206219,0,6.41209,3834
/blk/s2,0,0,100,9.10439,0.206993,0,6.41798,3834
/blk/s2,0,0,100,10.1161,0.208195,0,6.42397,3835
/blk/s2,0,0,100,11.1269,0.208385,0,6.40479,3826
/blk/s2,0,0,100,12.1385,0.210518,0,6.43439,3830
/blk/s2,0,0,100,13.1501,0.210926,0,6.43042,3834
/blk/s2,0,0,100,14.1619,0.211578,0,6.42879,3834
/blk/s2,0,0,100,15.1738,0.212181,0,6.41393,3830
/blk/s2,0,0,100,16.1858,0.0914192,0,2.75547,3866
/blk/s2,0,0,100,17.2005,0.0837975,0,2.52527,3881
/blk/s2,0,0,100,18.2154,0.0793533,0,2.39574,3880
/blk/s2,0,0,100,19.2302,0.0794449,0,2.39195,3880
/blk/s2,0,0,100,20.245,0.0802116,0,2.41727,3878
/blk/s2,0,0,100,21.2591,0.0830269,0,2.49788,3875
/blk/s2,0,0,100,22.2714,0.0925636,0,2.78471,3867
/blk/s2,0,0,100,23.282,0.091877,0,2.76273,3866
/blk/s2,0,0,100,24.2947,0.0916443,0,2.76055,3871
/blk/s2,0,0,100,25.3094,0.0813446,0,2.44913,3879
/blk/s2,0,0,100,26.3244,0.0802879,0,2.41621,3882
/blk/s2,0,0,100,27.3392,0.0803413,0,2.42176,3866
/blk/s2,0,0,100,28.3539,0.0806351,0,2.41899,3822
/blk/s2,0,0,100,29.3664,0.08424,0,2.52968,3813
/blk/s2,0,0,100,30.3802,0.0936089,0,2.81461,3819
/blk/s2,0,0,100,31.3935,0.0926132,0,2.78181,3817
/blk/s2,0,0,100,32.4072,0.09161,0,2.7459,3818
/blk/s2,0,0,100,33.4219,0.080616,0,2.4157,3822
/blk/s2,0,0,100,34.437,0.0876617,514567,2.63304,3810
